Index,Name,Lat,Lon,ET_timeseries,Timestamp
118,YUMA,40.02124232852072,-102.39325887436063,1.090888401108,1682300235
119,YUMA,40.350452562045824,-102.32565320140458,1.433020044123,1682300235
120,YUMA,40.42589657389532,-102.1790109446062,1.8982240002424,1682300235
121,YUMA,40.132938657752455,-102.5026690214151,1.89982000022,1682300235
122,YUMA,40.432755120427096,-102.35341398498556,1.234383004803,1682300235
123,YUMA,40.042797760477725,-102.63886015968887,1.409094882774,1682300235
124,YUMA,39.64532865908879,-102.46674330148677,1.7270121574401855,1682300235
125,YUMA,39.692032094995625,-102.46347732694782,1.7478642463684082,1682300235
126,YUMA,40.3298769224505,-102.1904418554925,1.898992009499024,1682300235
127,YUMA,39.60842314679877,-102.30148498981643,1.7271718978881836,1682300235
128,YUMA,39.95069727847963,-102.32271382431954,2.4893859252,1682300235
129,YUMA,40.22373274993497,-102.50332221632289,2.8401194020444,1682300235
130,YUMA,40.2439817920764,-102.29429984583076,1.98402840002,1682300235
131,YUMA,40.392910231052035,-102.46315072949393,2.4798020022,1682300235
132,YUMA,40.16723139041132,-102.23518570667596,1.8740004242424,1682300235
133,DELTA,38.95294205683362,-107.93561766694091,1.90948422424,1682300235
134,DELTA,38.81707751601374,-107.96991039959978,1.27394002497522,1682300235
135,DELTA,38.79715507132621,-107.76611358836995,1.804810408403,1682300235
136,DELTA,38.76384213102902,-107.7530496902142,1.4808509824824,1682300235
137,DELTA,38.68513214464058,-108.00942869152094,1.40424129499494,1682300235
138,DELTA,38.69264388608015,-108.07997374156204,1.898778989922,1682300235
139,DELTA,38.77690602918479,-107.98852645447172,1.6672949929402,1682300235
140,DELTA,38.67239484393872,-108.07180880521469,1.9089897974702,1682300235
141,DELTA,38.852350041034285,-107.58877117090555,3.27492740828482,1682300235
142,DELTA,38.81185195675144,-107.70699944921515,1.8984794939943,1682300235
143,DELTA,38.7328153729091,-107.75141670294472,1.7492942040204,1682300235
144,DELTA,38.838959545424636,-107.57570727274978,1.90880770408040,1682300235
145,COSTILLA,37.167760373849305,-105.41265233561018,1.48380480340,1682300235
146,COSTILLA,37.425119167517735,-105.46229514860205,1.77487490002,1682300235
147,COSTILLA,37.116484573587954,-105.5945671174291,1.4794797597599,1682300235
148,COSTILLA,37.30231852485361,-105.67197071400196,1.692146062850952,1682300235
